Common Name,Taxonomic ID,Order,Family,Tribe,Genus,species,Taxon used,Sample ID,material,material,d13C - bioapatite,d13C-keratin,d13C-collagen,d13C enamel - equivalent,d13C1750,Collection year,location,ecosystem - classified,COUNTRY,Latitude,Longitude,reference
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,K98-Tsv-152,enamel,e,1.5,,,1.5,2.3,1971,Tsavo East Res Ctr,TSVO,Kenya,-3.4,38.6,this study
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,K99-155-Tsv,enamel,e,0.7,,,0.7,2.3,1999,Tsavo West,TSVO,Kenya,-2.7,38.1,this study
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,K00-Tsv-213,enamel,e,0.7,,,0.7,2.4,2000,Tsavo West,TSVO,Kenya,-3,38,this study
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,K98-Tsv-145,enamel,e,1.7,,,1.7,2.5,1971,Tsavo East Res Ctr,TSVO,Kenya,-3.4,38.6,this study
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,OM 5542,enamel,e,1.6,,,1.6,2.6,1976,Tsavo East,TSVO,Kenya,-2.2,38.4,this study
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,KWS-BUF-974m,keratin,k,,-10.4,,0.6,2.6,2010,Lualenyi Ranch,TSVO,Kenya,-3.6,38.2,this study
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,K00-Tsv-192,enamel,e,1.2,,,1.2,2.8,2000,Tsavo East,TSVO,Kenya,-2.9,38.1,this study
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,OM 5543,enamel,e,2,,,2,2.9,1976,Tsavo East,TSVO,Kenya,-2.2,38.4,this study
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,K99-148-Tsv,enamel,e,1.4,,,1.4,3,1999,Tsavo East,TSVO,Kenya,-3.4,38.8,this study
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,K98-Tsv-146,enamel,e,2.3,,,2.3,3.1,1971,Tsavo East Res Ctr,TSVO,Kenya,-3.4,38.6,this study
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,K00-Tsv-191,enamel,e,1.5,,,1.5,3.2,2000,Tsavo East,TSVO,Kenya,-2.7,38.2,this study
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,K00-Tsv-193,keratin,k,,-9.5,,1.5,3.2,2000,Tsavo East,TSVO,Kenya,-2.9,38.1,this study
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,K00-Tsv-223,enamel,e,1.7,,,1.7,3.4,2000,Tsavo West,TSVO,Kenya,-3,38.1,this study
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,K00-Tsv-159,enamel,e,1.8,,,1.8,3.5,2000,Tsavo East Res Ctr,TSVO,Kenya,-3.4,38.6,this study
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,K00-Tsv-225-M3,enamel,e,1.9,,,1.9,3.6,2000,Tsavo West,TSVO,Kenya,-3,38.1,this study
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,K00-Tsv-216,enamel,e,1.9,,,1.9,3.6,2000,Tsavo West,TSVO,Kenya,-3,38,this study
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,K00-Tsv-217-M3,enamel,e,2.5,,,2.5,4.2,2000,Tsavo West,TSVO,Kenya,-3,38,this study
Ibex,Capra walie,Artiodactyla,Bovidae,Caprini,Capra,walie,Caprini,ET05-SMN-13,enamel,e,-12.5,,,-12.5,-11.1,1990,Simien NP,SIME,Ethiopia,13.3,38.3,56
Ader's duiker,Cephalophus adersi,Artiodactyla,Bovidae,Cephalophini,Cephalophus,adersi,Cephalophini,Mam-7148,keratin,k,,-24.4,,-13.6,-12.9,1965,Sokoke,KCST,Kenya,-3.3,39.9,this study
Ader's duiker,Cephalophus adersi,Artiodactyla,Bovidae,Cephalophini,Cephalophus,adersi,Cephalophini,KNM-OM 7148,keratin,k,,-19.7,,-8.9,-8.2,1965,Sokoke,KCST,Kenya,-3.3,39.9,this study
Peter's duiker,Cephalophus callipygus,Artiodactyla,Bovidae,Cephalophini,Cephalophus,callipygus,Cephalophini,KFBsvn1,enamel,e,-16.4,,,-16.4,-14.9,1995,Kibale,KBLE,Uganda,0.5,30.4,31
Peter's duiker,Cephalophus callipygus,Artiodactyla,Bovidae,Cephalophini,Cephalophus,callipygus,Cephalophini,KFBsvn5,enamel,e,-14.6,,,-14.6,-13.1,1995,Kibale,KBLE,Uganda,0.5,30.4,31
Peter's duiker,Cephalophus callipygus,Artiodactyla,Bovidae,Cephalophini,Cephalophus,callipygus,Cephalophini,KFBk31,enamel,e,-14.4,,,-14.4,-12.9,1995,Kibale,KBLE,Uganda,0.5,30.4,31
Peter's duiker,Cephalophus callipygus,Artiodactyla,Bovidae,Cephalophini,Cephalophus,callipygus,Cephalophini,SBU-13E-37,enamel,e,-7.8,,,-7.8,-5.9,2011,Kibale,KBLE,Uganda,0.5,30.4,this study
bay duiker,Cephalophus dorsalis,Artiodactyla,Bovidae,Cephalophini,Cephalophus,dorsalis,Cephalophini,CEF-161ave,enamel,e,-16,,,-16,-14.5,1995,Ituri,ITRI,DR Congo,1.5,28.5,50
bay duiker,Cephalophus dorsalis,Artiodactyla,Bovidae,Cephalophini,Cephalophus,dorsalis,Cephalophini,JAH-022ave,enamel,e,-14.7,,,-14.7,-13.2,1995,Ituri,ITRI,DR Congo,1.5,28.5,50
white bellied duiker,Cephalophus leucogaster,Artiodactyla,Bovidae,Cephalophini,Cephalophus,leucogaster,Cephalophini,CEF-159ave,enamel,e,-15,,,-15,-13.5,1995,Ituri,ITRI,DR Congo,1.5,28.5,50
white bellied duiker,Cephalophus leucogaster,Artiodactyla,Bovidae,Cephalophini,Cephalophus,leucogaster,Cephalophini,L 6761 E,enamel,e,-13.9,,,-13.9,-13.1,1959,Riviere Choloba,KZBG,DR Congo,-2.1,28.5,this study
Harvey's duiker,Cephalophus natalensis,Artiodactyla,Bovidae,Cephalophini,Cephalophus,natalensis,Cephalophini,AMNH 83387,keratin,k,,-21.6,,-10.7,-10.3,1911,Aberdares,ABER,Kenya,-0.4,36.8,this study
Harvey's duiker,Cephalophus natalensis,Artiodactyla,Bovidae,Cephalophini,Cephalophus,natalensis,Cephalophini,AMNH 83388,keratin,k,,-21,,-10.1,-9.7,1911,Aberdares,ABER,Kenya,-0.4,36.8,this study
red duiker,Cephalophus natalensis,Artiodactyla,Bovidae,Cephalophini,Cephalophus,natalensis,Cephalophini,KWS-2012-dui--6-cst,keratin,k,,-25.2,,-14.3,-12.4,2011,Dakacha,KCST,Kenya,-3,39.8,this study
Harvey's duiker,Cephalophus natalensis,Artiodactyla,Bovidae,Cephalophini,Cephalophus,natalensis,Cephalophini,Mam-3418,keratin,k,,-24.1,,-13.3,-12.7,1930,Mt Kenya,MTKE,Kenya,-0.2,37.2,this study
Harvey's duiker,Cephalophus natalensis,Artiodactyla,Bovidae,Cephalophini,Cephalophus,natalensis,Cephalophini,KNM-OM-207,keratin,k,,-23.9,,-13.1,-12.4,1948,Mt Kenya,MTKE,Kenya,-0.2,37.2,this study
Harvey's duiker,Cephalophus natalensis,Artiodactyla,Bovidae,Cephalophini,Cephalophus,natalensis,Cephalophini,AMNH 98138,keratin,k,,-22.1,,-11.2,-10.8,1911,Garsen,TANA,Kenya,-2.3,40.1,this study
black-fronted duiker,Cephalophus nigrifrons,Artiodactyla,Bovidae,Cephalophini,Cephalophus,nigrifrons,Cephalophini,CEF-171,enamel,e,-15.5,,,-15.5,-14,1995,Ituri,ITRI,DR Congo,1.5,28.5,50
black-fronted duiker,Cephalophus nigrifrons,Artiodactyla,Bovidae,Cephalophini,Cephalophus,nigrifrons,Cephalophini,L 540 9E,enamel,e,-17.3,,,-17.3,-16.6,1959,Musisi,KZBG,DR Congo,-1.4,28.8,this study
black-fronted duiker,Cephalophus nigrifrons,Artiodactyla,Bovidae,Cephalophini,Cephalophus,nigrifrons,Cephalophini,L 10035,enamel,e,-17.1,,,-17.1,-16.4,1950,Shabunda,KZBG,DR Congo,-2.7,27.4,this study
black-fronted duiker,Cephalophus nigrifrons,Artiodactyla,Bovidae,Cephalophini,Cephalophus,nigrifrons,Cephalophini,L 10152 E,enamel,e,-16.7,,,-16.7,-16,1960,Kalehe,KZBG,DR Congo,-2.1,28.9,this study
black-fronted duiker,Cephalophus nigrifrons,Artiodactyla,Bovidae,Cephalophini,Cephalophus,nigrifrons,Cephalophini,L 14563,enamel,e,-16.5,,,-16.5,-15.9,1965,Tchibati,KZBG,DR Congo,-2,28,this study
black-fronted duiker,Cephalophus nigrifrons,Artiodactyla,Bovidae,Cephalophini,Cephalophus,nigrifrons,Cephalophini,L 5408 E,enamel,e,-15,,,-15,-14.3,1959,Musisi,KZBG,DR Congo,-1.4,28.8,this study
black-fronted duiker,Cephalophus nigrifrons,Artiodactyla,Bovidae,Cephalophini,Cephalophus,nigrifrons,Cephalophini,L 16286,enamel,e,-14.6,,,-14.6,-13.9,1967,Bwamba,KZBG,DR Congo,0.8,30,this study
black-fronted duiker,Cephalophus nigrifrons,Artiodactyla,Bovidae,Cephalophini,Cephalophus,nigrifrons,Cephalophini,L 4590,enamel,e,-14.5,,,-14.5,-13.8,1959,Kahuzi-Biega,KZBG,DR Congo,-2,28,this study
black-fronted duiker,Cephalophus nigrifrons,Artiodactyla,Bovidae,Cephalophini,Cephalophus,nigrifrons,Cephalophini,L 5410 E,enamel,e,-13.7,,,-13.7,-13,1959,Musisi,KZBG,DR Congo,-1.4,28.8,this study
black-fronted duiker,Cephalophus nigrifrons,Artiodactyla,Bovidae,Cephalophini,Cephalophus,nigrifrons,Cephalophini,L10512,keratin,k,,-24.3,,-13.5,-12.7,1960,Kahuzi-Biega,KZBG,DR Congo,-2,28,this study
black-fronted duiker,Cephalophus nigrifrons,Artiodactyla,Bovidae,Cephalophini,Cephalophus,nigrifrons,Cephalophini,SEGC–89,enamel,e,-15.8,,,-15.8,-14.1,2001,La Lopé,LOPE,Gabon,-0.4,11.5,32
black-fronted duiker,Cephalophus nigrifrons,Artiodactyla,Bovidae,Cephalophini,Cephalophus,nigrifrons,Cephalophini,KNM-OM-208,keratin,k,,-24.1,,-13.3,-12.6,1948,Mt Kenya,MTKE,Kenya,-0.2,37.2,this study
black-fronted duiker,Cephalophus nigrifrons,Artiodactyla,Bovidae,Cephalophini,Cephalophus,nigrifrons,Cephalophini,KNM-OM-209,keratin,k,,-23.7,,-12.9,-12.2,1948,Mt Kenya,MTKE,Kenya,-0.2,37.2,this study
duiker,Cephalophus sp.,Artiodactyla,Bovidae,Cephalophini,Cephalophus,sp.,Cephalophini,ICCN-KB-094,enamel,e,-17.3,,,-17.3,-15.6,2000,Tshivanga,KZBG,DR Congo,-2,28,this study
duiker,Cephalophus sp.,Artiodactyla,Bovidae,Cephalophini,Cephalophus,sp.,Cephalophini,ICCN-KB-067,enamel,e,-16.9,,,-16.9,-15.2,2000,Tshivanga,KZBG,DR Congo,-2,28,this study
duiker,Cephalophus sp.,Artiodactyla,Bovidae,Cephalophini,Cephalophus,sp.,Cephalophini,ICCN-KB-085,enamel,e,-16.6,,,-16.6,-14.9,2000,Tshivanga,KZBG,DR Congo,-2,28,this study
duiker,Cephalophus sp.,Artiodactyla,Bovidae,Cephalophini,Cephalophus,sp.,Cephalophini,ICCN-KB-069,enamel,e,-16.3,,,-16.3,-14.5,2003,Tshivanga,KZBG,DR Congo,-2,28,this study
duiker,Cephalophus sp.,Artiodactyla,Bovidae,Cephalophini,Cephalophus,sp.,Cephalophini,ICCN-KB-068,enamel,e,-12.2,,,-12.2,-10.5,2000,Tshivanga,KZBG,DR Congo,-2,28,this study
duiker,Cephalophus sp.,Artiodactyla,Bovidae,Cephalophini,Cephalophus,sp.,Cephalophini,SEGC–64,enamel,e,-15.4,,,-15.4,-13.7,2001,La Lopé,LOPE,Gabon,-0.4,11.5,32
duiker,Cephalophus sp.,Artiodactyla,Bovidae,Cephalophini,Cephalophus,sp.,Cephalophini,IZCN-WCS-057E,enamel,e,-16.1,,,-16.1,-14.6,1996,Itombwe,other,DR Congo,-3.5,28.9,this study
duiker,Cephalophus sp.,Artiodactyla,Bovidae,Cephalophini,Cephalophus,sp.,Cephalophini,IZCN-WCS-048,enamel,e,-15.4,,,-15.4,-13.9,1996,Itombwe,other,DR Congo,-3.5,28.9,this study
yellow-backed duiker,Cephalophus sylvicultor,Artiodactyla,Bovidae,Cephalophini,Cephalophus,sylvicultor,Cephalophini,CEF-147ave,enamel,e,-15.2,,,-15.2,-13.7,1995,Ituri,ITRI,DR Congo,1.5,28.5,50
yellow-backed duiker,Cephalophus sylvicultor,Artiodactyla,Bovidae,Cephalophini,Cephalophus,sylvicultor,Cephalophini,SEGC–17,enamel,e,-14.2,,,-14.2,-12.5,2001,La Lopé,LOPE,Gabon,-0.4,11.5,32
Weyn's duiker,Cephalophus weynsi,Artiodactyla,Bovidae,Cephalophini,Cephalophus,weynsi ,Cephalophini,AMNH 88429,keratin,k,,-22.2,,-11.3,-10.9,1911,N of Muthaiga,ABER,Kenya,-1.1,36.8,this study
Weyn's duiker,Cephalophus weynsi,Artiodactyla,Bovidae,Cephalophini,Cephalophus,weynsi,Cephalophini,CEF-166ave,enamel,e,-15.9,,,-15.9,-14.4,1995,Ituri,ITRI,DR Congo,1.5,28.5,50
blue duiker,Philantomba monticola,Artiodactyla,Bovidae,Cephalophini,Philantomba,monticola,Cephalophini,CEF-169,enamel,e,-14.5,,,-14.5,-13,1995,Ituri,ITRI,DR Congo,1.5,28.5,50
blue duiker,Philantomba monticola,Artiodactyla,Bovidae,Cephalophini,Philantomba,monticola,Cephalophini,SBU-13E-56,enamel,e,-14.3,,,-14.3,-12.4,2011,Kibale,KBLE,Uganda,0.5,30.4,this study
blue duiker,Philantomba monticola,Artiodactyla,Bovidae,Cephalophini,Philantomba,monticola,Cephalophini,SBU-13E-40,enamel,e,-12.7,,,-12.7,-10.7,2011,Kibale,KBLE,Uganda,0.5,30.4,this study
blue duiker,Philantomba monticola,Artiodactyla,Bovidae,Cephalophini,Philantomba,monticola,Cephalophini,SBU-13E-58,enamel,e,-12.3,,,-12.3,-10.3,2011,Kibale,KBLE,Uganda,0.5,30.4,this study
blue duiker,Philantomba monticola,Artiodactyla,Bovidae,Cephalophini,Philantomba,monticola,Cephalophini,Mam-3469,keratin,k,,-22.3,,-11.5,-10.9,1930,Malindi,KCST,Kenya,-3.2,40.1,this study
blue duiker,Philantomba monticola,Artiodactyla,Bovidae,Cephalophini,Philantomba,monticola,Cephalophini,SEGC–47,enamel,e,-16.2,,,-16.2,-14.5,2001,La Lopé,LOPE,Gabon,-0.4,11.5,32
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra,grimmia,Cephalophini,K00-AB-311,keratin,k,,-25.2,,-14.4,-12.7,2000,Aberdares - salient,ABER,Kenya,-0.4,36.8,this study
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra ,grimmia ,Cephalophini,FMNH-17842,keratin,k,,-23.3,,-12.5,-12.1,1906,Aberdares,ABER,Kenya,-0.4,36.8,this study
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra,grimmia,Cephalophini,K00-AB-312,keratin,k,,-24.5,,-13.7,-12,2000,Aberdares - salient,ABER,Kenya,-0.4,36.8,this study
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra ,grimmia ,Cephalophini,FMNH-17838,keratin,k,,-22.9,,-12.1,-11.7,1906,Aberdares,ABER,Kenya,-0.4,36.8,this study
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra,grimmia,Cephalophini,Mam-8759,keratin,k,,-23.1,,-12.3,-11,1988,Athi River,ATHI,Kenya,-1.5,36.9,this study
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra,grimmia,Cephalophini,ET05-BM-32,enamel,e,-12.8,,,-12.8,-11.4,1990,Bale Mtn NP,BALE,Ethiopia,6.9,39.7,56
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra,grimmia,Cephalophini,ET05-BM-11,enamel,e,-11.9,,,-11.9,-10.5,1990,Bale Mtn NP,BALE,Ethiopia,6.9,39.7,56
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra,grimmia ,Cephalophini,AMNH 81085,keratin,k,,-20.7,,-9.8,-9.1,1958,Lake Abaya,ETHR,Ethiopia,6.4,37.8,this study
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra,grimmia,Cephalophini,KWS-2012-rbk-43-cst,keratin,k,,-24.7,,-13.9,-11.9,2011,Sokoke,KCST,Kenya,-3.3,39.9,this study
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra,grimmia,Cephalophini,KNM-OM-275,keratin,k,,-23.6,,-12.8,-12.2,1935,Mt Kenya,MTKE,Kenya,-0.2,37.2,this study
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra,grimmia,Cephalophini,Mam-7141,keratin,k,,-22.9,,-12.1,-11.4,1966,Mwea,MTKE,Kenya,-0.8,37.6,this study
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra,grimmia,Cephalophini,Mam-5643,keratin,k,,-21.5,,-10.6,-9.9,1955,Mt Kenya,MTKE,Kenya,-0.2,37.2,this study
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra,grimmia,Cephalophini,Mam-3483,keratin,k,,-23.2,,-12.4,-11.8,1931,Western Kenya,other,Kenya,0,35,this study
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra,grimmia,Cephalophini,Mam-3475,keratin,k,,-22.6,,-11.8,-11.2,1932,Kaimosi,other,Kenya,0.1,34.9,this study
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra,grimmia,Cephalophini,Mam-6541,keratin,k,,-20.6,,-9.7,-9,1957,Kitale,other,Kenya,1,35,this study
common duiker,Sylvicapra grimmia,Artiodactyla,Bovidae,Cephalophini,Sylvicapra,grimmia,Cephalophini,ET05-SMN-03,enamel,e,-11.1,,,-11.1,-9.7,1990,Simien NP,SIME,Ethiopia,13.3,38.3,56
white rhino,Ceratotherium simum,Perissodactyla,Rhinocerotidae,,Ceratotherium ,simum,Ceratotherium,GNP-wrh,enamel,e,0.6,,,0.6,2.2,1996,Garamba NP,GMBA,DR Congo,4.2,29.5,this study
white rhino,Ceratotherium simum,Perissodactyla,Rhinocerotidae,,Ceratotherium ,simum,Ceratotherium,K98-Lai-349,enamel,e,-2.5,,,-2.5,-0.9,1998,Mpala,LAIK,Kenya,0.3,36.9,this study
white rhino,Ceratotherium simum,Perissodactyla,Rhinocerotidae,,Ceratotherium ,simum,Ceratotherium,OM 7528,enamel,e,-2.1,,,-2.1,-0.8,1988,Oliogi Ranch,LAIK,Kenya,0.3,37,this study
white rhino,Ceratotherium simum,Perissodactyla,Rhinocerotidae,,Ceratotherium,simum,Ceratotherium,KWS12-WR-Solio,keratin,k,,-10.9,,0.1,2,2010,Solio,LAIK,Kenya,-0.2,36.9,this study
white rhino,Ceratotherium simum,Perissodactyla,Rhinocerotidae,,Ceratotherium,simum,Ceratotherium,KWS12-WR-Tag 0058,keratin,k,,-10.7,,0.3,2.3,2012,Solio,LAIK,Kenya,-0.2,36.9,this study
white rhino,Ceratotherium simum,Perissodactyla,Rhinocerotidae,,Ceratotherium ,simum,Ceratotherium,jdk–R1010–30,enamel,e,0,,,0,0.6,1935,QE NP,LEDW,Uganda,-0.1,29.9,33
white rhino,Ceratotherium simum,Perissodactyla,Rhinocerotidae,,Ceratotherium ,simum,Ceratotherium,jdk–R1010–15,enamel,e,0.4,,,0.4,1,1935,QE NP,LEDW,Uganda,-0.1,29.9,33
white rhino,Ceratotherium simum,Perissodactyla,Rhinocerotidae,,Ceratotherium ,simum,Ceratotherium,jdk–R1010–1,enamel,e,0.5,,,0.5,1.1,1935,QE NP,LEDW,Uganda,-0.1,29.9,33
white rhino,Ceratotherium simum,Perissodactyla,Rhinocerotidae,,Ceratotherium,simum,Ceratotherium,KWS12-WR-Meru NP,keratin,k,,-11,,0,2,2011,Meru NP,MERU,Kenya,0.1,38.9,this study
white rhino,Ceratotherium simum,Perissodactyla,Rhinocerotidae,,Ceratotherium,simum,Ceratotherium,KWS12-WR-Magumo,keratin,k,,-10.8,,0.2,2.2,2012,Nakuru NP shoreline,NAKG,Kenya,-0.4,36.1,this study
white rhino,Ceratotherium simum,Perissodactyla,Rhinocerotidae,,Ceratotherium,simum,Ceratotherium,KWS12-WR-Tag 0567,keratin,k,,-10.3,,0.7,2.7,2012,Nakuru NP shoreline,NAKG,Kenya,-0.4,36.1,this study
white rhino,Ceratotherium simum,Perissodactyla,Rhinocerotidae,,Ceratotherium ,simum,Ceratotherium,OM  reg#655,enamel,e,1.1,,,1.1,1.8,1950,West Madi,other,Uganda,3.7,33.1,this study
white rhino,Ceratotherium simum,Perissodactyla,Rhinocerotidae,,Ceratotherium ,simum,Ceratotherium,OM 2186,enamel,e,1.4,,,1.4,2.1,1951,Sudan,other,Sudan,6,32,this study
pygmy hippo,Choeropsis liberensis,Artiodactyla,Hippopotamidae,,Choeropsis,liberensis,Choeropsis,AMNH 81899,enamel,e,-15.7,,,-15.7,-15.2,1920,Liberia,other,Liberia,4.6,-7.5,this study
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,K97-207-Ab,enamel,e,-14,,,-14,-12.4,1997,Aberdares,ABER,Kenya,-0.4,36.8,18
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,K97-323-AB,enamel,e,-13,,,-13,-11.4,1997,Aberdares,ABER,Kenya,-0.4,36.8,18
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,K00-AB-309,enamel,e,-13.9,,,-13.9,-12.3,2000,Aberdares - salient,ABER,Kenya,-0.4,36.8,this study
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,K00-AB-301,enamel,e,-12.9,,,-12.9,-11.3,2000,Aberdares - salient,ABER,Kenya,-0.4,36.8,this study
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,K00-AB-302,enamel,e,-12,,,-12,-10.4,1999,Aberdares,ABER,Kenya,-0.4,36.8,this study
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,K00-AB-303,enamel,e,-10.4,,,-10.4,-8.7,2000,Aberdares - salient,ABER,Kenya,-0.4,36.8,this study
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,K97-206-Lai,enamel,e,-10,,,-10,-8.4,1997,Aberdares,ABER,Kenya,-0.4,36.8,this study
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Koch 1991,collagen,c,,,-19.8,-11.4,-10.6,1961,Amboseli,AMBO,Kenya,-2.7,37.3,29
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,Koch 1991,collagen,c,,,-18.7,-10.3,-9.4,1974,Amboseli,AMBO,Kenya,-2.7,37.3,29
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,21-12/90-33,enamel,e,-10.4,,,-10.4,-9,1990,Amboseli,AMBO,Kenya,-2.7,37.3,30
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,S-3/93-out1,enamel,e,-10,,,-10,-8.5,1993,Amboseli,AMBO,Kenya,-2.7,37.3,30
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,21-5/90-13,enamel,e,-9.8,,,-9.8,-8.4,1990,Amboseli,AMBO,Kenya,-2.7,37.3,30
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,ALT CAMP,enamel,e,-9.1,,,-9.1,-7.6,1993,Amboseli,AMBO,Kenya,-2.7,37.3,30
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,21-50-8,enamel,e,-7.2,,,-7.2,-5.8,1990,Amboseli,AMBO,Kenya,-2.7,37.3,30
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,ODW 4,enamel,e,-11.5,,,-11.5,-10,1995,Ol Donyo Wuas,CHYU,Kenya,-2.5,37.8,this study
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,KWS12-BR-tag 0031,keratin,k,,-24.1,,-13.3,-11.3,2012,Mugie,LAIK,Kenya,0.7,36.6,this study
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,KWS12-BR-120114-B,keratin,k,,-23.3,,-12.4,-10.4,2012,Mugie,LAIK,Kenya,0.7,36.6,this study
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,KWS12-BR-Tag 4556,keratin,k,,-23.2,,-12.3,-10.3,2012,Solio,LAIK,Kenya,-0.2,36.9,this study
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,KWS12-BR-Tag 4538,keratin,k,,-23,,-12.1,-10.1,2012,Solio,LAIK,Kenya,-0.2,36.9,this study
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,KWS10-BR-Tag 3528,keratin,k,,-22.8,,-12,-10,2010,Ol Jogi,LAIK,Kenya,0.3,37,this study
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,KWS12-BR-Tag 4562,keratin,k,,-22.9,,-12.1,-10,2012,Solio,LAIK,Kenya,-0.2,36.9,this study
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,KWS12-BR-Tag 4564,keratin,k,,-22.9,,-12,-10,2012,Solio,LAIK,Kenya,-0.2,36.9,this study
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,KWS08-BR-Tag 3533,keratin,k,,-22.7,,-11.9,-10,2008,Ol Jogi,LAIK,Kenya,0.3,37,this study
black rhino,Diceros bicornis,Perissodactyla,Rhinocerotidae,,Diceros,bicornis,Diceros,KWS12-BR-120114-C,keratin,k,,-22.9,,-12,-10,2012,Mugie,LAIK,Kenya,0.7,36.6,this study
